Application,GPU,CPU,Resolution,Runtime,AllowsTearing,ProcessID,SwapChainAddress,SyncInterval,PresentFlags,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,Render Queue Depth,MsPCLatency,GPU0Clk(MHz),GPU0MemClk(MHz),GPU0Util(%),GPU0Temp(C),GPU1Clk(MHz),GPU1MemClk(MHz),GPU1Util(%),GPU1Temp(C),PCAT Power Total(W),Perf/W Total(F/J) (PCAT),Perf/W Total(F/J) (API),Perf/W GPUOnly(F/J) (API),Perf/W Total-USBC(F/J) (API),GPUOnlyPwr(W) (API),NV-Total-USBCPwr(W) (API),NV Pwr(W) (API),AMDPwr(W) (API),CPUClk(MHz),CPUUtil(%),CPU Package Temp(C),CPU Package Power(W),CPU TDP (W),CPUCoreUtil%[ 0],CPUCoreUtil%[ 1],CPUCoreUtil%[ 2],CPUCoreUtil%[ 3],CPUCoreUtil%[ 4],CPUCoreUtil%[ 5],CPUCoreUtil%[ 6],CPUCoreUtil%[ 7],CPUCoreUtil%[ 8],CPUCoreUtil%[ 9],CPUCoreUtil%[10],CPUCoreUtil%[11],CPUCoreUtil%[12],CPUCoreUtil%[13],CPUCoreUtil%[14],CPUCoreUtil%[15],CPUCoreUtil%[16],CPUCoreUtil%[17],CPUCoreUtil%[18],CPUCoreUtil%[19],CPUCoreUtil%[20],CPUCoreUtil%[21],CPUCoreUtil%[22],CPUCoreUtil%[23],CPUCoreUtil%[24],CPUCoreUtil%[25],CPUCoreUtil%[26],CPUCoreUtil%[27],CPUCoreUtil%[28],CPUCoreUtil%[29],CPUCoreUtil%[30],CPUCoreUtil%[31],CPUCoreUtil%[32],CPUCoreUtil%[33],CPUCoreUtil%[34],CPUCoreUtil%[35],CPUCoreUtil%[36],CPUCoreUtil%[37],CPUCoreUtil%[38],CPUCoreUtil%[39],CPUCoreUtil%[40],CPUCoreUtil%[41],CPUCoreUtil%[42],CPUCoreUtil%[43],CPUCoreUtil%[44],CPUCoreUtil%[45],CPUCoreUtil%[46],CPUCoreUtil%[47],CPUCoreUtil%[48],CPUCoreUtil%[49],CPUCoreUtil%[50],CPUCoreUtil%[51],CPUCoreUtil%[52],CPUCoreUtil%[53],CPUCoreUtil%[54],CPUCoreUtil%[55],CPUCoreUtil%[56],CPUCoreUtil%[57],CPUCoreUtil%[58],CPUCoreUtil%[59],CPUCoreUtil%[60],CPUCoreUtil%[61],CPUCoreUtil%[62],CPUCoreUtil%[63],Current Battery Capacity(Wh),Total Battery Capacity(Wh),Battery Percentage,Battery Drain Rate(W)
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.443749,19.034,29.247,0.380,17.336,20.633,0.911,128.784,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.669,1.302,0.669,40,78,78,NA,3601,74, 84,31.304, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.460037,16.288,20.767,1.142,22.385,25.112,1.374,127.642,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.781,1.522,0.781,40,78,78,NA,3601,74, 84,31.304, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.479426,19.389,20.825,0.516,24.854,26.548,1.282,88.578,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.656,1.278,0.656,40,78,78,NA,3601,74, 84,31.304, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.498276,18.850,20.806,0.415,27.599,28.505,1.464,90.447,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.675,1.315,0.675,40,78,78,NA,3601,74, 84,31.304, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.517542,19.267,25.023,0.458,30.174,34.261,1.566,96.400,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.661,1.286,0.661,40,78,78,NA,3601,74, 84,31.304, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.538464,20.922,20.814,0.507,30.109,34.152,1.439,98.656,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.608,1.185,0.608,40,78,78,NA,3601,74, 84,31.304, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.562729,24.265,20.855,0.568,28.033,30.742,1.155,101.270,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.524,1.021,0.524,40,78,78,NA,3601,74, 85,31.925, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.598803,36.073,20.787,0.498,13.540,15.456,0.375,103.799,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.353,0.687,0.353,40,78,78,NA,3601,74, 85,31.925, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.711961,113.159,112.571,0.462,12.713,14.868,0.112,195.317,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.112,0.219,0.112,40,78,78,NA,3601,74, 85,31.925, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.738741,26.779,29.097,0.396,15.323,17.186,0.572,186.779,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.475,0.925,0.475,40,78,78,NA,3601,74, 85,31.925, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.757694,18.953,20.838,0.537,18.038,19.072,0.952,184.499,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.671,1.308,0.671,40,78,78,NA,3601,74, 85,31.925, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.778551,20.858,20.826,0.391,18.441,19.040,0.884,95.099,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.610,1.188,0.610,40,78,78,NA,3601,74, 94,45.314, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.794974,16.423,25.054,0.912,24.487,27.672,1.491,93.492,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.775,1.509,0.775,40,78,78,NA,3601,74, 94,45.314, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.813027,18.053,20.815,0.425,28.102,30.434,1.557,94.116,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.705,1.373,0.705,40,78,78,NA,3601,74, 94,45.314, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.832952,19.925,20.799,0.426,30.986,31.308,1.555,95.219,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.639,1.244,0.639,40,78,78,NA,3601,74, 94,45.314, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.866371,33.420,25.105,0.415,19.451,22.993,0.582,101.485,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.381,0.742,0.381,40,78,78,NA,3601,74, 94,45.314, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.885616,19.245,20.776,0.612,22.601,24.524,1.174,105.581,1455,5500,91,73,NA,NA,NA,NA,NA,NA,0.661,1.288,0.661,40,78,78,NA,3601,74, 94,45.314, 45,74,74,70,80,71,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.905397,19.781,20.833,0.428,25.290,25.576,1.279,91.075,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.627,1.247,0.627,40,80,80,NA,3778,77, 94,45.314, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.924675,19.278,25.045,0.452,28.491,31.343,1.478,97.835,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.644,1.280,0.644,40,80,80,NA,3778,77, 94,45.314, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.943422,18.746,20.796,0.453,31.401,33.393,1.675,99.544,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.662,1.316,0.662,40,80,80,NA,3778,77, 94,45.314, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.966381,22.960,20.832,0.516,29.854,31.265,1.300,99.420,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.541,1.074,0.541,40,80,80,NA,3778,77, 94,45.314, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1641.988606,22.225,20.909,0.484,29.131,29.949,1.311,102.397,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.558,1.110,0.558,40,80,80,NA,3778,77, 86,29.954, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1642.011815,23.209,20.715,0.521,27.311,27.456,1.177,104.675,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.535,1.063,0.535,40,80,80,NA,3778,77, 86,29.954, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1642.040065,28.250,25.033,0.457,22.427,24.239,0.794,105.825,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.439,0.873,0.439,40,80,80,NA,3778,77, 86,29.954, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1642.063775,23.710,25.023,0.716,21.819,25.553,0.920,108.921,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.523,1.040,0.523,40,80,80,NA,3778,77, 86,29.954, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1642.086728,22.954,20.812,0.776,21.196,23.411,0.923,105.665,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.541,1.075,0.541,40,80,80,NA,3778,77, 86,29.954, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1642.112177,25.449,20.843,0.781,17.350,18.804,0.682,98.661,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.488,0.969,0.488,40,80,80,NA,3778,77, 86,29.954, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1642.140375,28.197,29.175,0.496,16.575,19.782,0.588,103.654,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.440,0.875,0.440,40,80,80,NA,3778,77, 86,29.954, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1642.165104,24.729,20.813,0.422,14.585,15.866,0.590,101.767,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.502,0.998,0.502,40,80,80,NA,3778,77, 86,29.954, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1642.186279,21.176,20.786,0.410,15.226,15.477,0.719,93.821,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.586,1.165,0.586,40,80,80,NA,3778,77, 86,29.954, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1642.207374,21.094,25.005,0.412,17.687,19.387,0.838,94.630,1860,5500,77,74,NA,NA,NA,NA,NA,NA,0.588,1.169,0.588,40,80,80,NA,3778,77, 85,30.986, 45,78,77,81,82,69,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.015
