Application,GPU,CPU,Resolution,Runtime,AllowsTearing,ProcessID,SwapChainAddress,SyncInterval,PresentFlags,PresentMode,Dropped,TimeInSeconds,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,Render Queue Depth,MsPCLatency,GPU0Clk(MHz),GPU0MemClk(MHz),GPU0Util(%),GPU0Temp(C),GPU1Clk(MHz),GPU1MemClk(MHz),GPU1Util(%),GPU1Temp(C),PCAT Power Total(W),Perf/W Total(F/J) (PCAT),Perf/W Total(F/J) (API),Perf/W GPUOnly(F/J) (API),Perf/W Total-USBC(F/J) (API),GPUOnlyPwr(W) (API),NV-Total-USBCPwr(W) (API),NV Pwr(W) (API),AMDPwr(W) (API),CPUClk(MHz),CPUUtil(%),CPU Package Temp(C),CPU Package Power(W),CPU TDP (W),CPUCoreUtil%[ 0],CPUCoreUtil%[ 1],CPUCoreUtil%[ 2],CPUCoreUtil%[ 3],CPUCoreUtil%[ 4],CPUCoreUtil%[ 5],CPUCoreUtil%[ 6],CPUCoreUtil%[ 7],CPUCoreUtil%[ 8],CPUCoreUtil%[ 9],CPUCoreUtil%[10],CPUCoreUtil%[11],CPUCoreUtil%[12],CPUCoreUtil%[13],CPUCoreUtil%[14],CPUCoreUtil%[15],CPUCoreUtil%[16],CPUCoreUtil%[17],CPUCoreUtil%[18],CPUCoreUtil%[19],CPUCoreUtil%[20],CPUCoreUtil%[21],CPUCoreUtil%[22],CPUCoreUtil%[23],CPUCoreUtil%[24],CPUCoreUtil%[25],CPUCoreUtil%[26],CPUCoreUtil%[27],CPUCoreUtil%[28],CPUCoreUtil%[29],CPUCoreUtil%[30],CPUCoreUtil%[31],CPUCoreUtil%[32],CPUCoreUtil%[33],CPUCoreUtil%[34],CPUCoreUtil%[35],CPUCoreUtil%[36],CPUCoreUtil%[37],CPUCoreUtil%[38],CPUCoreUtil%[39],CPUCoreUtil%[40],CPUCoreUtil%[41],CPUCoreUtil%[42],CPUCoreUtil%[43],CPUCoreUtil%[44],CPUCoreUtil%[45],CPUCoreUtil%[46],CPUCoreUtil%[47],CPUCoreUtil%[48],CPUCoreUtil%[49],CPUCoreUtil%[50],CPUCoreUtil%[51],CPUCoreUtil%[52],CPUCoreUtil%[53],CPUCoreUtil%[54],CPUCoreUtil%[55],CPUCoreUtil%[56],CPUCoreUtil%[57],CPUCoreUtil%[58],CPUCoreUtil%[59],CPUCoreUtil%[60],CPUCoreUtil%[61],CPUCoreUtil%[62],CPUCoreUtil%[63],Current Battery Capacity(Wh),Total Battery Capacity(Wh),Battery Percentage,Battery Drain Rate(W)
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.226423,27.019,25.035,0.485,16.185,17.053,0.599,108.959,1455,5500,99,75,NA,NA,NA,NA,NA,NA,0.462,0.903,0.462,40,80,80,NA,3673,80, 86,31.098, 45,81,83,80,82,77,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.252025,25.602,29.145,0.690,18.973,20.595,0.741,113.811,1455,5500,99,75,NA,NA,NA,NA,NA,NA,0.487,0.953,0.487,40,80,80,NA,3673,80, 86,31.098, 45,81,83,80,82,77,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.276354,24.329,20.843,0.460,16.423,17.110,0.675,101.634,1455,5500,99,75,NA,NA,NA,NA,NA,NA,0.513,1.003,0.513,40,80,80,NA,3673,80, 86,31.098, 45,81,83,80,82,77,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.301031,24.677,25.041,0.551,15.118,17.474,0.613,101.690,1455,5500,99,75,NA,NA,NA,NA,NA,NA,0.505,0.989,0.505,40,80,80,NA,3673,80, 86,31.098, 45,81,83,80,82,77,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.330109,29.079,29.124,0.467,16.059,17.519,0.552,104.645,1455,5500,99,75,NA,NA,NA,NA,NA,NA,0.429,0.839,0.429,40,80,80,NA,3673,80, 86,31.098, 45,81,83,80,82,77,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.357725,27.616,29.170,0.455,16.277,19.073,0.589,109.851,1455,5500,99,75,NA,NA,NA,NA,NA,NA,0.452,0.883,0.452,40,80,80,NA,3673,80, 86,31.098, 45,81,83,80,82,77,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.386213,28.487,29.181,0.454,15.745,19.767,0.553,112.317,1455,5500,99,75,NA,NA,NA,NA,NA,NA,0.438,0.856,0.438,40,80,80,NA,3673,80, 86,31.098, 45,81,83,80,82,77,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.408943,22.730,20.775,0.550,16.720,17.812,0.736,105.859,1455,5500,99,75,NA,NA,NA,NA,NA,NA,0.549,1.073,0.549,40,80,80,NA,3673,80, 86,31.098, 45,81,83,80,82,77,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.428592,19.649,25.056,0.427,20.402,23.217,1.038,101.939,1455,5500,99,75,NA,NA,NA,NA,NA,NA,0.635,1.241,0.635,40,80,80,NA,3673,80, 86,31.098, 45,81,83,80,82,77,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.447976,19.384,25.074,1.141,24.812,28.908,1.280,99.607,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.664,1.316,0.664,39,77,77,NA,3516,92, 88,33.403, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.466429,18.453,20.755,0.501,28.383,31.210,1.538,97.660,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.698,1.382,0.698,39,77,77,NA,3516,92, 88,33.403, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.489064,22.634,20.830,0.498,29.082,29.406,1.285,98.904,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.569,1.127,0.569,39,77,77,NA,3516,92, 88,33.403, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.512829,23.765,25.035,0.457,29.309,30.675,1.233,104.108,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.542,1.073,0.542,39,77,77,NA,3516,92, 88,33.403, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.536362,23.533,24.986,0.420,29.677,32.128,1.261,110.586,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.547,1.084,0.547,39,77,77,NA,3516,92, 88,33.403, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.558521,22.159,25.050,0.416,30.782,35.019,1.389,112.618,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.581,1.151,0.581,39,77,77,NA,3516,92, 88,33.403, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.580144,21.623,20.732,0.408,33.261,34.128,1.538,108.143,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.596,1.179,0.596,39,77,77,NA,3516,92, 88,33.403, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.601249,21.104,25.032,0.417,35.339,38.056,1.674,111.294,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.610,1.208,0.610,39,77,77,NA,3516,92, 88,33.403, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.622639,21.390,20.776,0.412,36.536,37.442,1.708,110.985,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.602,1.192,0.602,39,77,77,NA,3516,92, 88,33.403, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.644732,22.093,25.021,0.693,37.267,40.370,1.687,114.153,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.583,1.154,0.583,39,77,77,NA,3516,92, 88,33.403, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.666342,21.610,20.871,0.415,37.687,39.631,1.744,113.795,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.596,1.180,0.596,39,77,77,NA,3516,92, 84,25.681, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.690517,24.176,24.992,0.440,37.880,40.447,1.567,117.031,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.533,1.055,0.533,39,77,77,NA,3516,92, 84,25.681, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.715660,25.142,20.848,0.439,34.877,36.152,1.387,115.929,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.512,1.014,0.512,39,77,77,NA,3516,92, 84,25.681, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.740548,24.888,24.995,0.461,33.070,36.259,1.329,119.215,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.517,1.025,0.517,39,77,77,NA,3516,92, 84,25.681, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.768916,28.368,20.789,0.688,27.536,28.680,0.971,115.514,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.454,0.899,0.454,39,77,77,NA,3516,92, 84,25.681, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.798245,29.328,25.035,0.477,22.117,24.387,0.754,116.206,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.439,0.870,0.439,39,77,77,NA,3516,92, 84,25.681, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.822138,23.893,20.790,0.592,21.074,21.283,0.882,111.381,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.539,1.067,0.539,39,77,77,NA,3516,92, 84,25.681, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.844187,22.049,25.058,0.466,22.189,24.293,1.006,105.563,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.584,1.157,0.584,39,77,77,NA,3516,92, 84,25.681, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.863873,19.686,20.800,0.522,25.128,25.406,1.276,99.154,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.654,1.296,0.654,39,77,77,NA,3516,92, 84,25.681, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.886218,22.345,29.201,0.477,28.328,32.262,1.268,103.511,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.576,1.141,0.576,39,77,77,NA,3516,92, 88,33.061, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.905632,19.414,20.820,0.424,30.726,33.668,1.583,103.355,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.663,1.314,0.663,39,77,77,NA,3516,92, 88,33.061, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
witcher3.exe,Intel(R) UHD Graphics,Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz,1920x1080,D3D12,0,1832,0x000002900C071B50,1,0,Hardware Composed: Independent Flip,0,1645.928242,22.609,20.842,0.421,30.968,31.900,1.370,103.834,1470,5500,94,75,NA,NA,NA,NA,NA,NA,0.570,1.128,0.570,39,77,77,NA,3516,92, 88,33.061, 45,91,93,94,92,91,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.247,59.247,100.000,-0.079
